lookback_1,label,duration,file,position
D-incomplete dominant-seventh chord,D-minor seventh chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",460
D-minor seventh chord,G-Guidonian hexachord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",461
G-Guidonian hexachord,G-minor seventh chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",462
G-minor seventh chord,G-minor triad,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",463
G-minor triad,G-minor triad,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",464
G-minor triad,G-minor seventh chord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",465
G-minor seventh chord,D,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",466
D,G-Guidonian hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",467
G-Guidonian hexachord,F-major pentachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",468
F-major pentachord,F-major-second major tetrachord,4/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",469
F-major-second major tetrachord,F-major-second major tetrachord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",470
F-major-second major tetrachord,F-major-second major tetrachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",471
F-major-second major tetrachord,Perfect Fifth above F,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",472
Perfect Fifth above F,F-quartal trichord,11/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",473
F-quartal trichord,F-major-second major tetrachord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",474
F-major-second major tetrachord,F-major-second major tetrachord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",475
F-major-second major tetrachord,F-major-second major tetrachord,5/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",476
F-major-second major tetrachord,F-major-second major tetrachord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",477
F-major-second major tetrachord,F-dominant-eleventh,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",478
F-dominant-eleventh,C-major pentatonic,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",479
C-major pentatonic,C-major pentatonic,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",480
C-major pentatonic,C-minor seventh chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",481
C-minor seventh chord,Eb-major triad,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",482
Eb-major triad,C-minor seventh chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",483
C-minor seventh chord,D-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",484
D-major scale,D-minor seventh chord,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",485
D-minor seventh chord,Bb-major-ninth chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",486
Bb-major-ninth chord,Bb-major-ninth chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",487
Bb-major-ninth chord,Bb-major-ninth chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",488
Bb-major-ninth chord,D-minor seventh chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",489
D-minor seventh chord,C-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",490
C-major scale,A-diminished-major ninth chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",491
A-diminished-major ninth chord,C-minor seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",492
C-minor seventh chord,A-diminished-major ninth chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",493
A-diminished-major ninth chord,A-diminished-major ninth chord,5/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",494
A-diminished-major ninth chord,Bb-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",495
Bb-major scale,Bb-major scale,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",496
Bb-major scale,Bb-major seventh chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",497
Bb-major seventh chord,Bb-major seventh chord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",498
Bb-major seventh chord,Bb-major seventh chord,1.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",499
Bb-major seventh chord,A-major scale,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",500
A-major scale,A-minor seventh chord,1.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",501
A-minor seventh chord,A-minor seventh chord,2.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",502
A-minor seventh chord,F-major-ninth chord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",503
F-major-ninth chord,D-Guidonian hexachord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",504
D-Guidonian hexachord,A-minor seventh chord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",505
A-minor seventh chord,D-incomplete minor-seventh chord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",506
D-incomplete minor-seventh chord,D-quartal tetramirror,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",507
D-quartal tetramirror,D-quartal tetramirror,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",508
D-quartal tetramirror,C-quartal trichord,1.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",509
C-quartal trichord,A-quartal tetramirror,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",510
A-quartal tetramirror,A-quartal tetramirror,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",511
A-quartal tetramirror,A-quartal tetramirror,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",512
A-quartal tetramirror,G-quartal trichord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",513
G-quartal trichord,Perfect Fifth above G,3.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",514
Perfect Fifth above G,Perfect Fifth above G,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",515
Perfect Fifth above G,A-Kumoi pentachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",516
A-Kumoi pentachord,A-half-diminished seventh chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",517
A-half-diminished seventh chord,A-diminished triad,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",518
A-diminished triad,A-half-diminished seventh chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",519
A-half-diminished seventh chord,A-diminished-major ninth chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",520
A-diminished-major ninth chord,Bb-locrian hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",521
Bb-locrian hexachord,Bb-major seventh chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",522
Bb-major seventh chord,D-minor triad,1.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",523
D-minor triad,D-minor triad,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",524
D-minor triad,D-phrygian pentachord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",525
D-phrygian pentachord,Major Third above Eb,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",526
Major Third above Eb,C-minor triad,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",527
C-minor triad,C-minor seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",528
C-minor seventh chord,Eb-major triad,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",529
Eb-major triad,C-minor seventh chord,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",530
C-minor seventh chord,C-minor triad,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",531
C-minor triad,C-minor triad,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",532
C-minor triad,A-half-diminished seventh chord,5/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",533
A-half-diminished seventh chord,A-minor hexachord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",534
A-minor hexachord,G-dorian pentachord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",535
G-dorian pentachord,G-perfect-fourth minor tetrachord,1.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",536
G-perfect-fourth minor tetrachord,G-major pentatonic,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",537
G-major pentatonic,G-major pentatonic,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",538
G-major pentatonic,G-Guidonian hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",539
G-Guidonian hexachord,D-minor triad,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",540
D-minor triad,Perfect Fifth above D,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",541
Perfect Fifth above D,D-quartal trichord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",542
D-quartal trichord,Perfect Fifth above D,1.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",543
Perfect Fifth above D,E-Kumoi pentachord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",544
E-Kumoi pentachord,E-diminished triad,10/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",545
E-diminished triad,C-dominant seventh chord,5/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",546
C-dominant seventh chord,C-incomplete dominant-seventh chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",547
C-incomplete dominant-seventh chord,C-incomplete dominant-seventh chord,3.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",548
C-incomplete dominant-seventh chord,C,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",549
C,C,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",550
C,D-minor seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",551
D-minor seventh chord,D-minor triad,4/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",552
D-minor triad,D-major-second minor tetrachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",553
D-major-second minor tetrachord,D-minor-ninth chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",554
D-minor-ninth chord,B-minor hexachord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",555
B-minor hexachord,A-minor triad,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",556
A-minor triad,A-minor triad,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",557
A-minor triad,A-dorian pentachord,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",558
A-dorian pentachord,A-dorian pentachord,5/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",559
A-dorian pentachord,A-minor triad,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",560
A-minor triad,A-minor seventh chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",561
A-minor seventh chord,A-minor seventh chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",562
A-minor seventh chord,A-minor seventh chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",563
A-minor seventh chord,A-minor-ninth chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",564
A-minor-ninth chord,A-minor-ninth chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",565
A-minor-ninth chord,C-major seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",566
C-major seventh chord,C-major seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",567
C-major seventh chord,A-minor-ninth chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",568
A-minor-ninth chord,A-minor-ninth chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",569
A-minor-ninth chord,Major Second above G,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",570
Major Second above G,F-major-ninth chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",571
F-major-ninth chord,F-major seventh chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",572
F-major seventh chord,F-major seventh chord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",573
F-major seventh chord,F-major seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",574
F-major seventh chord,F-major seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",575
F-major seventh chord,F-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",576
F-major scale,C-major-ninth chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",577
C-major-ninth chord,E-minor seventh chord,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",578
E-minor seventh chord,E-minor-diminished ninth chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",579
E-minor-diminished ninth chord,E-minor-diminished ninth chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",580
E-minor-diminished ninth chord,C-major scale,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",581
C-major scale,A-minor triad,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",582
A-minor triad,A-minor triad,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",583
A-minor triad,A-minor triad,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",584
A-minor triad,A-Guidonian hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",585
A-Guidonian hexachord,E-minor seventh chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",586
E-minor seventh chord,E-minor seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",587
E-minor seventh chord,E-minor seventh chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",588
E-minor seventh chord,E-minor seventh chord,5/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",589
E-minor seventh chord,C-locrian hexachord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",590
C-locrian hexachord,F-incomplete major-seventh chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",591
F-incomplete major-seventh chord,D-lydian tetrachord,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",592
D-lydian tetrachord,D-minor-ninth chord,5/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",593
D-minor-ninth chord,F-major seventh chord,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",594
F-major seventh chord,F-major seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",595
F-major seventh chord,F-major seventh chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",596
F-major seventh chord,C-locrian hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",597
C-locrian hexachord,G-major triad,17/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",598
G-major triad,G-major triad,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",599
G-major triad,A-minor triad,4/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",600
A-minor triad,A-minor triad,17/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",601
A-minor triad,A-minor-ninth chord,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",602
A-minor-ninth chord,A-minor-ninth chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",603
A-minor-ninth chord,E-minor triad,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",604
E-minor triad,C-major seventh chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",605
C-major seventh chord,C-major seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",606
C-major seventh chord,C-major-ninth chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",607
C-major-ninth chord,F-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",608
F-major scale,D-minor seventh chord,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",609
D-minor seventh chord,D-minor-ninth chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",610
D-minor-ninth chord,B-minor hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",611
B-minor hexachord,B-minor hexachord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",612
B-minor hexachord,F-major seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",613
F-major seventh chord,F-major triad,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",614
F-major triad,F-major triad,5/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",615
F-major triad,F-major triad,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",616
F-major triad,B-diminished-major ninth chord,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",617
B-diminished-major ninth chord,C-major scale,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",618
C-major scale,C-major triad,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",619
C-major triad,C-major seventh chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",620
C-major seventh chord,C-major triad,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",621
C-major triad,C-major triad,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",622
C-major triad,A-minor seventh chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",623
A-minor seventh chord,A-minor seventh chord,7/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",624
A-minor seventh chord,A-minor seventh chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",625
A-minor seventh chord,C-major triad,11/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",626
C-major triad,C-major seventh chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",627
C-major seventh chord,C-major seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",628
C-major seventh chord,E-minor triad,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",629
E-minor triad,C-major seventh chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",630
C-major seventh chord,C-major-ninth chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",631
C-major-ninth chord,C-phrygian hexamirror,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",632
C-phrygian hexamirror,D-whole-tone tetramirror,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",633
D-whole-tone tetramirror,D-whole-tone tetramirror,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",634
D-whole-tone tetramirror,D-whole-tone tetramirror,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",635
D-whole-tone tetramirror,D-dominant-ninth,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",636
D-dominant-ninth,B-dorian hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",637
B-dorian hexachord,B-minor tetramirror,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",638
B-minor tetramirror,G-major triad,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",639
G-major triad,G-major triad,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",640
G-major triad,G-major triad,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",641
G-major triad,G-major triad,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",642
G-major triad,G-dominant-eleventh,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",643
G-dominant-eleventh,F-major-second major tetrachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",644
F-major-second major tetrachord,F-major triad,5/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",645
F-major triad,D-minor seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",646
D-minor seventh chord,D-minor-ninth chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",647
D-minor-ninth chord,D-minor-ninth chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",648
D-minor-ninth chord,D-Guidonian hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",649
D-Guidonian hexachord,A-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",650
A-major scale,E-minor seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",651
E-minor seventh chord,E-major pentatonic,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",652
E-major pentatonic,B-quartal tetramirror,5/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",653
B-quartal tetramirror,B-quartal tetramirror,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",654
B-quartal tetramirror,B-Kumoi pentachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",655
B-Kumoi pentachord,B-minor hexachord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",656
B-minor hexachord,B-minor hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",657
B-minor hexachord,B-diminished-major ninth chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",658
B-diminished-major ninth chord,D-minor seventh chord,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",659
D-minor seventh chord,D-minor seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",660
D-minor seventh chord,D-minor triad,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",661
D-minor triad,D-minor seventh chord,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",662
D-minor seventh chord,D-minor seventh chord,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",663
D-minor seventh chord,D-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",664
D-major scale,C-major seventh chord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",665
C-major seventh chord,E-minor triad,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",666
E-minor triad,Perfect Fifth above E,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",667
Perfect Fifth above E,E-minor seventh chord,7/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",668
E-minor seventh chord,E-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",669
E-major scale,F-major seventh chord,7/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",670
F-major seventh chord,F-major seventh chord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",671
F-major seventh chord,F-major seventh chord,11/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",672
F-major seventh chord,F-major triad,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",673
F-major triad,F-major scale,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",674
F-major scale,C-dominant-ninth,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",675
C-dominant-ninth,E-half-diminished seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",676
E-half-diminished seventh chord,E-half-diminished seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",677
E-half-diminished seventh chord,E-diminished-major ninth chord,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",678
E-diminished-major ninth chord,Bb-phrygian hexamirror,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",679
Bb-phrygian hexamirror,Bb-phrygian hexamirror,5/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",680
Bb-phrygian hexamirror,A-minor triad,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",681
A-minor triad,A-minor triad,1/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",682
A-minor triad,A-minor triad,4/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",683
A-minor triad,F-major-augmented ninth chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",684
F-major-augmented ninth chord,C-minor-augmented tetrachord,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",685
C-minor-augmented tetrachord,C-double-phrygian hexachord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",686
C-double-phrygian hexachord,C-double-phrygian hexachord,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",687
C-double-phrygian hexachord,C-minor-augmented tetrachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",688
C-minor-augmented tetrachord,C-harmonic major scale (inverted),0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",689
C-harmonic major scale (inverted),C-locrian hexachord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",690
C-locrian hexachord,E-minor-diminished ninth chord,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",691
E-minor-diminished ninth chord,E-minor seventh chord,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",692
E-minor seventh chord,A-Guidonian hexachord,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",693
A-Guidonian hexachord,A-minor seventh chord,5/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",694
A-minor seventh chord,C-major triad,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",695
C-major triad,F#-diminished seventh chord,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",696
F#-diminished seventh chord,F#-flat-ninth pentachord,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",697
