lookback_1,label,duration,file,position
788480,128,5/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",425
128,16928,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",426
16928,16928,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",427
16928,16928,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",428
16928,16896,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",429
16896,16904,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",430
16904,17032,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",431
17032,21128,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",432
21128,4744,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",433
4744,17032,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",434
17032,21128,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",435
21128,21128,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",436
21128,21128,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",437
21128,21128,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",438
21128,4780,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",439
4780,4268,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",440
4268,4644,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",441
4644,4644,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",442
4644,4644,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",443
4644,4644,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",444
4644,549,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",445
549,9,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",446
9,137,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",447
137,137,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",448
137,141,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",449
141,653,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",450
653,653,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",451
653,16520,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",452
16520,16520,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",453
16520,5128,5/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",454
5128,5256,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",455
5256,32896,5/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",456
32896,128,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",457
128,32,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",458
32,37408,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",459
37408,4128,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",460
4128,1,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",461
1,20608,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",462
20608,20608,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",463
20608,152704,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",464
152704,152704,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",465
152704,152704,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",466
152704,185472,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",467
185472,5160,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",468
5160,8,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",469
8,4648,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",470
4648,4648,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",471
4648,4648,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",472
4648,4648,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",473
4648,164352,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",474
164352,164352,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",475
164352,688640,5/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",476
688640,692736,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",477
692736,4260,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",478
4260,4772,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",479
4772,4772,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",480
4772,4772,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",481
4772,4772,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",482
4772,4772,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",483
4772,4772,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",484
4772,4260,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",485
4260,4260,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",486
4260,160,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",487
160,1197056,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",488
1197056,1721344,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",489
1721344,1721344,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",490
1721344,1721344,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",491
1721344,1725440,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",492
1725440,1725440,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",493
1725440,20608,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",494
20608,16512,7/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",495
16512,17536,7/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",496
17536,1024,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",497
1024,4388,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",498
4388,151808,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",499
151808,151808,7/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",500
151808,151936,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",501
151936,151936,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",502
151936,147840,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",503
147840,151936,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",504
151936,20904,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",505
20904,4264,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",506
4264,4136,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",507
4136,40,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",508
40,17544,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",509
17544,17544,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",510
17544,17544,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",511
17544,1165,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",512
1165,1677,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",513
1677,513,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",514
513,649,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",515
649,649,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",516
649,557568,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",517
557568,557568,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",518
557568,557568,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",519
557568,512,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",520
512,1572,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",521
1572,1060,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",522
1060,1060,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",523
1060,1060,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",524
1060,132096,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",525
132096,1568,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",526
1568,544,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",527
544,37408,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",528
37408,53792,5/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",529
53792,4140,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",530
4140,4100,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",531
4100,4104,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",532
4104,4104,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",533
4104,1,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",534
1,1,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",535
1,5120,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",536
5120,1024,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",537
1024,541696,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",538
541696,541696,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",539
541696,1156,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",540
1156,132,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",541
132,540928,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",542
540928,676096,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",543
676096,676096,5/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",544
676096,676096,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",545
676096,676096,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",546
676096,676096,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",547
676096,676096,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",548
676096,676096,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",549
676096,676096,5/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",550
676096,676096,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",551
676096,148608,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",552
148608,148608,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",553
148608,148608,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",554
148608,148608,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",555
148608,148608,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",556
148608,148608,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",557
148608,1060,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",558
1060,4384,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",559
4384,20896,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",560
20896,20896,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",561
20896,20896,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",562
20896,132,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",563
132,168,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",564
168,168,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",565
168,40,5/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",566
40,1,7/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",567
1,5120,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",568
5120,1024,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",569
1024,1065984,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",570
1065984,1180672,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",571
1180672,132096,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",572
132096,699392,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",573
699392,698368,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",574
698368,168,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",575
168,131200,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",576
131200,132224,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",577
132224,132224,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",578
132224,164992,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",579
164992,1032,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",580
1032,8,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",581
8,148736,5/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",582
148736,148736,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",583
148736,148736,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",584
148736,148736,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",585
148736,16640,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",586
16640,1201152,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",587
1201152,1201152,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",588
1201152,1201152,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",589
1201152,152960,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",590
152960,151680,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",591
151680,136320,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",592
136320,152704,5/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",593
152704,152704,7/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",594
152704,152704,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",595
152704,152704,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",596
152704,152704,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",597
152704,152704,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",598
152704,148608,7/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",599
148608,17536,13/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",600
17536,17536,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",601
17536,17536,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",602
17536,16512,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",603
16512,128,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",604
128,4256,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",605
4256,37024,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",606
37024,37024,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",607
37024,53408,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",608
53408,53408,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",609
53408,53280,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",610
53280,53408,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",611
53408,53408,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",612
53408,53408,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",613
53408,53408,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",614
53408,53408,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",615
53408,53408,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",616
53408,16520,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",617
16520,1028,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",618
1028,5152,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",619
5152,5152,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",620
5152,5152,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",621
5152,21536,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",622
21536,21536,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",623
21536,54304,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",624
54304,1068,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",625
1068,8,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",626
8,4744,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",627
4744,4748,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",628
4748,4740,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",629
4740,4748,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",630
4748,4748,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",631
4748,4620,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",632
4620,4748,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",633
4748,140,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",634
140,2245632,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",635
2245632,148480,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",636
148480,148608,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",637
148608,214144,7/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",638
214144,196736,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",639
196736,214144,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",640
214144,214144,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",641
214144,214016,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",642
214016,214144,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",643
214144,214144,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",644
214144,214656,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",645
214656,83584,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",646
83584,67072,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",647
67072,512,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",648
512,135680,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",649
135680,135680,7/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",650
135680,135680,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",651
135680,4608,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",652
4608,149,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",653
149,1173,1/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",654
1173,1173,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",655
1173,1685,7/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",656
1685,661,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",657
661,1685,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",658
1685,1,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",659
1,128,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",660
128,160,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",661
160,32,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",662
32,37408,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",663
37408,37408,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",664
37408,37408,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",665
37408,2282496,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",666
2282496,2282496,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",667
2282496,152576,0.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",668
152576,152576,1.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",669
152576,152576,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",670
152576,152576,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",671
152576,152576,0.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",672
152576,136192,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",673
136192,1572,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",674
1572,516,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",675
516,548,13/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",676
548,548,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",677
548,548,11/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",678
548,32,1/6,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",679
32,145,0.75,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",680
145,145,2/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",681
145,1169,19/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",682
1169,1057,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",683
1057,33,5/3,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",684
33,33,1.5,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",685
33,49,1/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",686
49,49,29/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",687
49,49,4.0,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",688
49,49,2.25,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",689
49,17,7/12,"Agnew, Roy, 2 Songs, FxJoaQcBkvw.mid",690
0,82432,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",0
82432,86528,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",1
86528,88576,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",2
88576,84480,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",3
84480,70144,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",4
70144,70144,1.0,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",5
70144,88576,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",6
88576,70272,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",7
70272,70272,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",8
70272,70272,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",9
70272,70272,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",10
70272,6800,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",11
6800,6288,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",12
6288,4752,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",13
4752,4752,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",14
4752,70304,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",15
70304,70176,1.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",16
70176,70176,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",17
70176,70176,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",18
70176,88736,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",19
88736,6292,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",20
6292,2196,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",21
2196,2228,0.5,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",22
2228,2228,11/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",23
2228,2741,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",24
2741,2741,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",25
2741,561,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",26
561,529,13/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",27
529,529,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",28
529,2705,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",29
2705,18576,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",30
18576,18576,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",31
18576,18576,11/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",32
18576,88096,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",33
88096,71712,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",34
71712,69664,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",35
69664,70176,2/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",36
70176,70176,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",37
70176,70176,7/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",38
70176,88736,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",39
88736,88736,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",40
88736,23168,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",41
23168,19072,4/3,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",42
19072,19072,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",43
19072,88704,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",44
88704,86528,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",45
86528,70144,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",46
70144,70144,0.75,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",47
70144,70144,0.25,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",48
70144,70144,7/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",49
70144,1,1/12,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",50
1,71808,1/6,"Agnew, Roy, An Autumn Morning, KBcERxrDTPs.mid",51
