lookback_1,lookback_2,lookback_3,lookback_4,lookback_5,label,duration,file,position
128,132,132,128,145,177,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23232
132,132,128,145,177,161,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23233
132,128,145,177,161,145,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23234
128,145,177,161,145,133,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23235
145,177,161,145,133,129,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23236
177,161,145,133,129,37,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23237
161,145,133,129,37,37,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23238
145,133,129,37,37,37,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23239
133,129,37,37,37,1,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23240
129,37,37,37,1,1,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23241
37,37,37,1,1,21,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23242
37,37,1,1,21,1,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23243
37,1,1,21,1,2049,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23244
1,1,21,1,2049,2049,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23245
1,21,1,2049,2049,17,1.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23246
21,1,2049,2049,17,144,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23247
1,2049,2049,17,144,149,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23248
2049,2049,17,144,149,133,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23249
2049,17,144,149,133,2176,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23250
17,144,149,133,2176,2196,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23251
144,149,133,2176,2196,132,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23252
149,133,2176,2196,132,148,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23253
133,2176,2196,132,148,148,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23254
2176,2196,132,148,148,128,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23255
2196,132,148,148,128,148,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23256
132,148,148,128,148,656,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23257
148,148,128,148,656,164,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23258
148,128,148,656,164,52,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23259
128,148,656,164,52,52,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23260
148,656,164,52,52,36,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23261
656,164,52,52,36,20,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23262
164,52,52,36,20,144,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23263
52,52,36,20,144,52,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23264
52,36,20,144,52,20,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23265
36,20,144,52,20,4,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23266
20,144,52,20,4,20,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23267
144,52,20,4,20,16,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23268
52,20,4,20,16,17,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23269
20,4,20,16,17,2064,7/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23270
4,20,16,17,2064,2065,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23271
20,16,17,2064,2065,17,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23272
16,17,2064,2065,17,17,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23273
17,2064,2065,17,17,16,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23274
2064,2065,17,17,16,48,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23275
2065,17,17,16,48,132,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23276
17,17,16,48,132,128,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23277
17,16,48,132,128,128,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23278
16,48,132,128,128,145,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23279
48,132,128,128,145,21,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23280
132,128,128,145,21,272,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23281
128,128,145,21,272,560,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23282
128,145,21,272,560,512,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23283
145,21,272,560,512,5,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23284
21,272,560,512,5,5,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23285
272,560,512,5,5,2068,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23286
560,512,5,5,2068,656,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23287
512,5,5,2068,656,20,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23288
5,5,2068,656,20,52,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23289
5,2068,656,20,52,36,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23290
2068,656,20,52,36,532,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23291
656,20,52,36,532,148,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23292
20,52,36,532,148,48,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23293
52,36,532,148,48,2068,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23294
36,532,148,48,2068,4,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23295
532,148,48,2068,4,20,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23296
148,48,2068,4,20,48,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23297
48,2068,4,20,48,20,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23298
2068,4,20,48,20,21,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23299
4,20,48,20,21,2308,7/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23300
20,48,20,21,2308,2309,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23301
48,20,21,2308,2309,257,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23302
20,21,2308,2309,257,256,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23303
21,2308,2309,257,256,2560,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23304
2308,2309,257,256,2560,2833,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23305
2309,257,256,2560,2833,273,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23306
257,256,2560,2833,273,2064,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23307
256,2560,2833,273,2064,784,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23308
2560,2833,273,2064,784,16,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23309
2833,273,2064,784,16,528,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23310
273,2064,784,16,528,2580,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23311
2064,784,16,528,2580,2068,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23312
784,16,528,2580,2068,2052,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23313
16,528,2580,2068,2052,2068,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23314
528,2580,2068,2052,2068,16,7/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23315
2580,2068,2052,2068,16,17,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23316
2068,2052,2068,16,17,17,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23317
2052,2068,16,17,17,276,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23318
2068,16,17,17,276,276,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23319
16,17,17,276,276,513,0.75,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23320
17,17,276,276,513,257,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23321
17,276,276,513,257,2048,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23322
276,276,513,257,2048,512,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23323
276,513,257,2048,512,512,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23324
513,257,2048,512,512,640,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23325
257,2048,512,512,640,544,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23326
2048,512,512,640,544,544,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23327
512,512,640,544,544,672,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23328
512,640,544,544,672,128,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23329
640,544,544,672,128,544,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23330
544,544,672,128,544,144,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23331
544,672,128,544,144,32,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23332
672,128,544,144,32,48,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23333
128,544,144,32,48,52,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23334
544,144,32,48,52,36,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23335
144,32,48,52,36,52,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23336
32,48,52,36,52,36,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23337
48,52,36,52,36,36,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23338
52,36,52,36,36,17,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23339
36,52,36,36,17,5,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23340
52,36,36,17,5,4,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23341
36,36,17,5,4,2052,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23342
36,17,5,4,2052,2052,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23343
17,5,4,2052,2052,2052,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23344
5,4,2052,2052,2052,2057,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23345
4,2052,2052,2052,2057,9,7/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23346
2052,2052,2052,2057,9,281,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23347
2052,2052,2057,9,281,272,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23348
2052,2057,9,281,272,2864,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23349
2057,9,281,272,2864,2592,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23350
9,281,272,2864,2592,272,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23351
281,272,2864,2592,272,2564,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23352
272,2864,2592,272,2564,2561,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23353
2864,2592,272,2564,2561,1,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23354
2592,272,2564,2561,1,21,2/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23355
272,2564,2561,1,21,17,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23356
2564,2561,1,21,17,21,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23357
2561,1,21,17,21,17,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23358
1,21,17,21,17,2065,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23359
21,17,21,17,2065,2064,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23360
17,21,17,2065,2064,17,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23361
21,17,2065,2064,17,273,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23362
17,2065,2064,17,273,272,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23363
2065,2064,17,273,272,256,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23364
2064,17,273,272,256,260,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23365
17,273,272,256,260,257,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23366
273,272,256,260,257,1,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23367
272,256,260,257,1,2560,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23368
256,260,257,1,2560,512,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23369
260,257,1,2560,512,544,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23370
257,1,2560,512,544,544,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23371
1,2560,512,544,544,32,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23372
2560,512,544,544,32,160,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23373
512,544,544,32,160,160,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23374
544,544,32,160,160,32,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23375
544,32,160,160,32,304,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23376
32,160,160,32,304,272,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23377
160,160,32,304,272,544,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23378
160,32,304,272,544,48,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23379
32,304,272,544,48,16,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23380
304,272,544,48,16,532,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23381
272,544,48,16,532,516,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23382
544,48,16,532,516,257,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23383
48,16,532,516,257,4,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23384
16,532,516,257,4,516,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23385
532,516,257,4,516,772,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23386
516,257,4,516,772,260,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23387
257,4,516,772,260,516,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23388
4,516,772,260,516,2564,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23389
516,772,260,516,2564,2564,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23390
772,260,516,2564,2564,2560,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23391
260,516,2564,2564,2560,513,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23392
516,2564,2564,2560,513,532,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23393
2564,2564,2560,513,532,512,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23394
2564,2560,513,532,512,528,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23395
2560,513,532,512,528,17,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23396
513,532,512,528,17,16,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23397
532,512,528,17,16,16,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23398
512,528,17,16,16,528,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23399
528,17,16,16,528,528,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23400
17,16,16,528,528,560,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23401
16,16,528,528,560,544,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23402
16,528,528,560,544,544,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23403
528,528,560,544,544,160,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23404
528,560,544,544,160,128,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23405
560,544,544,160,128,672,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23406
544,544,160,128,672,544,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23407
544,160,128,672,544,32,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23408
160,128,672,544,32,34,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23409
128,672,544,32,34,32,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23410
672,544,32,34,32,48,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23411
544,32,34,32,48,32,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23412
32,34,32,48,32,36,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23413
34,32,48,32,36,20,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23414
32,48,32,36,20,4,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23415
48,32,36,20,4,36,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23416
32,36,20,4,36,36,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23417
36,20,4,36,36,4,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23418
20,4,36,36,4,2052,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23419
4,36,36,4,2052,17,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23420
36,36,4,2052,17,36,2/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23421
36,4,2052,17,36,180,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23422
4,2052,17,36,180,144,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23423
2052,17,36,180,144,2176,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23424
17,36,180,144,2176,2052,0.75,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23425
36,180,144,2176,2052,144,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23426
180,144,2176,2052,144,144,1/3,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23427
144,2176,2052,144,144,176,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23428
2176,2052,144,144,176,2224,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23429
2052,144,144,176,2224,2192,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23430
144,144,176,2224,2192,2192,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23431
144,176,2224,2192,2192,144,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23432
176,2224,2192,2192,144,145,0.5,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23433
2224,2192,2192,144,145,181,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23434
2192,2192,144,145,181,180,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23435
2192,144,145,181,180,52,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23436
144,145,181,180,52,144,7/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23437
145,181,180,52,144,688,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23438
181,180,52,144,688,544,5/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23439
180,52,144,688,544,546,0.25,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23440
52,144,688,544,546,546,1/12,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23441
144,688,544,546,546,544,1/6,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid",23442
